repo,issue_number,issue_url,title,state,created_at,closed_at,updated_at,matched_queries,matched_terms,suspected_trigger,prior_work_match,novelty_status,evidence_type,linked_fix_url,evidence_detail,labels,notes,is_valid,trigger_category,fp_order_mechanism,fix_summary,invalid_reason
ggml-org/llama.cpp,23065,https://github.com/ggml-org/llama.cpp/issues/23065,Eval bug: Vulkan: Silent crash when processing a large enough context,closed,2026-05-14T17:45:25Z,2026-05-15T01:54:26Z,2026-05-15T01:54:26Z,"""temperature 0"" ""MoE"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""expert"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""quantization"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""speculative"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;expert;MoE;quantization;rounding;speculative;temperature 0,speculative_decoding;quantization_paths;moe_execution;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/16391,PR #16391 is merged,bug-unconfirmed,,,speculative_decoding;quantization_paths;moe_execution;cross_backend_architecture,,,
ggml-org/llama.cpp,22240,https://github.com/ggml-org/llama.cpp/issues/22240,Tool call validation error with anyOf schema types (Claude Code built-in tool),closed,2026-04-22T08:54:53Z,2026-05-08T20:33:19Z,2026-05-08T20:33:19Z,"""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""quantization"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;quantization;rounding;temperature 0,quantization_paths;cross_backend_architecture,,candidate_new_trigger,linked_pr_unmerged,https://github.com/ggml-org/llama.cpp/pull/19553,PR #19553 is linked but not merged,bug-unconfirmed,,,quantization_paths;cross_backend_architecture,,,
ggml-org/llama.cpp,16842,https://github.com/ggml-org/llama.cpp/issues/16842,Improve pre-processed image size for QwenVL,closed,2025-10-29T13:52:29Z,2025-11-01T14:51:37Z,2025-11-05T14:45:06Z,"""temperature 0"" ""MoE"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;MoE;rounding;temperature 0,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/16825,PR #16825 is merged,,,,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,,
ggml-org/llama.cpp,18129,https://github.com/ggml-org/llama.cpp/issues/18129,Misc. bug: Web-Frontend overrides sampling parameters from models preset in router mode,closed,2025-12-17T09:41:49Z,2026-03-19T12:20:45Z,2026-03-19T12:20:45Z,"""temperature 0"" ""MoE"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",MoE;temperature 0,moe_execution;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/16330,PR #16330 is merged,bug-unconfirmed,,,moe_execution;cross_backend_architecture,,,
ggml-org/llama.cpp,23684,https://github.com/ggml-org/llama.cpp/issues/23684,Eval bug: the model get's stuck in a loop,closed,2026-05-25T19:36:21Z,2026-05-26T03:47:18Z,2026-05-26T03:47:18Z,"""temperature 0"" ""MoE"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;MoE;quantization;temperature 0,quantization_paths;moe_execution;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/23690,PR #23690 is merged,bug-unconfirmed,,,quantization_paths;moe_execution;cross_backend_architecture,,,
ggml-org/llama.cpp,14566,https://github.com/ggml-org/llama.cpp/issues/14566,"Misc. bug: OpenAI HTTP interface returns ""HTTP-200"" with error details in streamed chunk",closed,2025-07-07T14:56:07Z,2025-08-22T01:07:48Z,2025-10-10T15:03:38Z,"""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/16486,PR #16486 is merged,bug-unconfirmed;stale,,,cross_backend_architecture,,,
ggml-org/llama.cpp,20359,https://github.com/ggml-org/llama.cpp/issues/20359,Streamed and non-streamed tool call arguments contain invalid JSON (mixed single/double quotes) with large payloads,closed,2026-03-10T18:38:29Z,2026-03-11T09:26:53Z,2026-03-11T09:26:53Z,"""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,speculative_decoding;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/20385,PR #20385 is merged,bug-unconfirmed,,,speculative_decoding;cross_backend_architecture,,,
ggml-org/llama.cpp,22756,https://github.com/ggml-org/llama.cpp/issues/22756,Eval bug: Cache sequence ID mismatch error prevents cache use. Error: state_seq_set_data: error loading state: wrong sequence id,closed,2026-05-06T12:37:14Z,2026-05-07T20:25:54Z,2026-05-07T20:25:54Z,"""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/13194,PR #13194 is merged,bug-unconfirmed,,,cross_backend_architecture,,,
ggml-org/llama.cpp,23838,https://github.com/ggml-org/llama.cpp/issues/23838,Eval bug: LFM2.5-8B-A1B tool parser rejects documented <|tool_call_start|>[...]<|tool_call_end|> format,closed,2026-05-28T20:08:54Z,2026-05-30T03:58:07Z,2026-05-30T03:58:08Z,"""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/20251,PR #20251 is merged,bug-unconfirmed,,,cross_backend_architecture,,,
ggml-org/llama.cpp,23866,https://github.com/ggml-org/llama.cpp/issues/23866,Eval bug:  Tool functions from llama-server not working in SK+llamasharp??,closed,2026-05-29T11:14:55Z,2026-05-29T22:06:08Z,2026-05-29T22:06:08Z,"""temperature 0"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,cross_backend_architecture,,candidate_new_trigger,fixed_version_reference,,available in,bug-unconfirmed,,,cross_backend_architecture,,,
ggml-org/llama.cpp,15409,https://github.com/ggml-org/llama.cpp/issues/15409,Feature Request: Support for NVidia Nemotron Nano v2,closed,2025-08-18T21:22:25Z,2025-08-29T00:39:32Z,2025-08-29T00:39:32Z,"""different output"" ""MoE"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""expert"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""floating point"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""precision"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""quantization"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",different output;expert;floating point;MoE;precision;quantization,speculative_decoding;quantization_paths;moe_execution,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/15507,PR #15507 is merged,enhancement,,,speculative_decoding;quantization_paths;moe_execution,,,
ggml-org/llama.cpp,20240,https://github.com/ggml-org/llama.cpp/issues/20240,Misc. bug: tg broken after b8210,closed,2026-03-08T16:22:12Z,2026-04-24T19:10:37Z,2026-04-26T22:06:17Z,"""different output"" ""MoE"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""atomic"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""reduction"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",atomic;backend;different output;MoE;reduction,moe_execution;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_pr_unmerged,https://github.com/ggml-org/llama.cpp/pull/20282,PR #20282 is linked but not merged,bug-unconfirmed;stale,,,moe_execution;runtime_scheduling;cross_backend_architecture,,,
ggml-org/llama.cpp,14540,https://github.com/ggml-org/llama.cpp/issues/14540,Eval bug: Incoherence in Mistral 7B Q8_0 on Vulkan backend,closed,2025-07-05T08:09:00Z,2025-07-06T08:08:17Z,2025-07-06T08:08:17Z,"""different output"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""fp16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;different output;fp16,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/14366,PR #14366 is merged,bug-unconfirmed,,,cross_backend_architecture,,,
ggml-org/llama.cpp,15875,https://github.com/ggml-org/llama.cpp/issues/15875,Misc. bug: Vulkan Regression since b6140: Garbled Output with Qwen3-Coder-30B-A3B Model on Vulkan,closed,2025-09-08T09:08:58Z,2025-09-08T11:44:25Z,2025-09-10T14:52:33Z,"""different output"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""bf16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""expert"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""fp16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""quantization"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;bf16;different output;expert;fp16;MoE;quantization,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/15861,PR #15861 is merged,bug-unconfirmed;Vulkan,,,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,,
ggml-org/llama.cpp,17290,https://github.com/ggml-org/llama.cpp/issues/17290,Eval bug: LFM2-VL giving different outputs on large images.,closed,2025-11-15T20:18:16Z,2026-01-05T23:11:49Z,2026-01-06T16:12:29Z,"""different output"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""bf16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""fp16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;bf16;different output;fp16,quantization_paths;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/17577,PR #17577 is merged,bug,,,quantization_paths;cross_backend_architecture,,,
ggml-org/llama.cpp,15808,https://github.com/ggml-org/llama.cpp/issues/15808,Eval bug: gpt-oss incoherent output,closed,2025-09-05T02:14:37Z,2025-09-05T07:39:24Z,2025-09-05T17:35:17Z,"""inconsistent"" ""MoE"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""bf16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""expert"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""fp16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""quantization"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""reduction"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;bf16;expert;fp16;inconsistent;MoE;quantization;reduction,quantization_paths;moe_execution;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/15811,PR #15811 is merged,bug-unconfirmed,,,quantization_paths;moe_execution;cross_backend_architecture,,,
ggml-org/llama.cpp,19953,https://github.com/ggml-org/llama.cpp/issues/19953,Eval bug: (vulkan) decode failing,closed,2026-02-27T14:26:02Z,2026-02-27T15:46:32Z,2026-02-27T15:46:32Z,"""inconsistent"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""bf16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""fp16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;bf16;fp16;inconsistent,cross_backend_architecture,,candidate_new_trigger,fixed_version_reference,,fixed in,bug-unconfirmed,,,cross_backend_architecture,,,
ggml-org/llama.cpp,21820,https://github.com/ggml-org/llama.cpp/issues/21820,Eval bug: Gemma4 E2B does not produce correct transcripts from audio,closed,2026-04-12T17:41:52Z,2026-04-13T07:47:57Z,2026-04-13T07:47:57Z,"""inconsistent"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""bf16"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;bf16;inconsistent,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/21421,PR #21421 is merged,bug-unconfirmed,,,cross_backend_architecture,,,
ggml-org/llama.cpp,16575,https://github.com/ggml-org/llama.cpp/issues/16575,Eval bug: Vulkan llama.cpp > 64GB Graphics card load bug.,closed,2025-10-14T10:55:52Z,2025-11-10T12:18:13Z,2026-04-02T01:09:41Z,"""inconsistent"" ""atomic"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",atomic;backend;inconsistent;precision;reduction;rounding,quantization_paths;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/17122,PR #17122 is merged,bug-unconfirmed,,,quantization_paths;cross_backend_architecture,,,
ggml-org/llama.cpp,20547,https://github.com/ggml-org/llama.cpp/issues/20547,"Feature Request: WebUI: Add ""Model Information"" button to Models in Router Mode UI",closed,2026-03-14T14:40:37Z,2026-03-16T14:38:13Z,2026-03-16T18:58:38Z,"""inconsistent"" ""atomic"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""quantization"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",atomic;inconsistent;quantization,speculative_decoding;quantization_paths;moe_execution,,candidate_new_trigger,linked_pr_unmerged,https://github.com/ggml-org/llama.cpp/pull/20573,PR #20573 is linked but not merged,enhancement,,,speculative_decoding;quantization_paths;moe_execution,,,
ggml-org/llama.cpp,23195,https://github.com/ggml-org/llama.cpp/issues/23195,Feature Request: improve SYCL docs - performance comparison & fix inconsistency to project-level README.md,closed,2026-05-17T09:28:18Z,2026-05-24T15:11:54Z,2026-05-24T15:11:54Z,"""inconsistent"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08
""inconsistent"" ""expert"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;expert;inconsistent,moe_execution;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/23315,PR #23315 is merged,enhancement,,,moe_execution;cross_backend_architecture,,,
ggml-org/llama.cpp,16437,https://github.com/ggml-org/llama.cpp/issues/16437,Misc. bug: SveltKit WebUI blocks prompts that are >~1/3 the max context size,closed,2025-10-05T22:53:15Z,2025-10-12T16:06:42Z,2025-10-12T16:06:42Z,"""inconsistent"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;inconsistent,runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/16506,PR #16506 is merged,server/webui;bug-unconfirmed,,,runtime_scheduling;cross_backend_architecture,,,
ggml-org/llama.cpp,21064,https://github.com/ggml-org/llama.cpp/issues/21064,Compile bug: RISC-V fails with GGML_CPU_ALL_VARIANTS=ON,closed,2026-03-27T11:13:45Z,2026-05-13T01:23:03Z,2026-05-31T09:39:20Z,"""inconsistent"" ""backend"" repo:ggml-org/llama.cpp is:issue is:closed created:2025-06-01..2026-06-08",backend;inconsistent,quantization_paths;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/ggml-org/llama.cpp/pull/21157,PR #21157 is merged,bug-unconfirmed;stale,,,quantization_paths;runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,23375,https://github.com/sgl-project/sglang/issues/23375,[Bug] CUDA illegal memory access in sliding window attention with custom `--swa-full-tokens-ratio` on Gemma 4-31B,closed,2026-04-21T12:50:17Z,2026-05-04T15:54:31Z,2026-05-04T15:54:31Z,"""deterministic"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""deterministic"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""deterministic"" ""bf16"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""deterministic"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""bf16"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""bf16"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",backend;bf16;CUDA graph;deterministic;non-deterministic;reproducible;scheduler,runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/sgl-project/sglang/pull/24318,PR #24318 is merged,,,,runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,13123,https://github.com/sgl-project/sglang/issues/13123,[Bug] EAGLE-3 speculative decoding seems to ignore deterministic inference flag,closed,2025-11-12T05:45:17Z,2026-02-16T00:28:44Z,2026-02-16T00:28:45Z,"""deterministic"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""deterministic"" ""speculative"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""speculative"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""speculative"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",CUDA graph;deterministic;non-deterministic;reproducible;speculative,speculative_decoding;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,fixed_version_reference,,fixed in,inactive,,,speculative_decoding;runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,24869,https://github.com/sgl-project/sglang/issues/24869,[Bug] Unified Radix Tree (Hicache L2) Worker crash at High concurrency Gemma 4 ,closed,2026-05-10T03:44:13Z,2026-05-14T05:18:13Z,2026-05-14T05:18:14Z,"""deterministic"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""deterministic"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""non-deterministic"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",backend;deterministic;non-deterministic;reproducible;scheduler,quantization_paths;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/sgl-project/sglang/pull/24972,PR #24972 is merged,,,,quantization_paths;runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,12867,https://github.com/sgl-project/sglang/issues/12867,[Feature] Hybrid Linear LLMs support,closed,2025-11-08T03:54:25Z,2026-03-14T00:25:41Z,2026-03-14T00:25:41Z,"""deterministic"" ""prefix cache"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""deterministic"" ""speculative"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",deterministic;prefix cache;speculative,speculative_decoding,,candidate_new_trigger,linked_merged_pr,https://github.com/sgl-project/sglang/pull/11214,PR #11214 is merged,inactive,,,speculative_decoding,,,
sgl-project/sglang,20559,https://github.com/sgl-project/sglang/issues/20559,[Bug] [ROPE] IMA and ivalid logic in rope.cuh,closed,2026-03-14T02:51:30Z,2026-03-16T08:24:48Z,2026-03-16T08:24:48Z,"""deterministic"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""deterministic"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""CUDA graph"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",CUDA graph;deterministic;reproducible;scheduler,quantization_paths;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/sgl-project/sglang/pull/18280,PR #18280 is merged,,,,quantization_paths;runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,11513,https://github.com/sgl-project/sglang/issues/11513,[Bug] Deterministic Inference doesn't work on Blackwell TP4,closed,2025-10-12T20:43:25Z,2025-12-03T20:13:53Z,2025-12-03T20:13:53Z,"""deterministic"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",backend;deterministic;reproducible,cross_backend_architecture,,candidate_new_trigger,fixed_version_reference,,fixed in,deterministic,,,cross_backend_architecture,,,
sgl-project/sglang,11529,https://github.com/sgl-project/sglang/issues/11529,[Bug] Deepseek-R1/V3 crash with `triton` attention backend,closed,2025-10-13T04:22:44Z,2025-12-13T00:20:07Z,2025-12-13T00:20:07Z,"""deterministic"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",backend;deterministic;reproducible,cross_backend_architecture,,candidate_new_trigger,fixed_version_reference,,fixed in,inactive,,,cross_backend_architecture,,,
sgl-project/sglang,12232,https://github.com/sgl-project/sglang/issues/12232,[Bug] Qwen3-235B-A22B-Thinking is not deterministic with --enable-deterministic-inference,closed,2025-10-27T22:14:16Z,2025-10-29T20:20:20Z,2025-10-29T20:20:20Z,"""deterministic"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",backend;deterministic;reproducible,quantization_paths;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/sgl-project/sglang/pull/12095,PR #12095 is merged,,,,quantization_paths;cross_backend_architecture,,,
sgl-project/sglang,11809,https://github.com/sgl-project/sglang/issues/11809,"[Bug] PD disaggregation,  Surge in TTFT and Accumulating unbootstrapped-req during High Concurrency",closed,2025-10-18T13:57:00Z,2025-10-31T02:22:01Z,2025-10-31T02:22:01Z,"""reproducible"" ""accumulation"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",accumulation;reproducible,moe_execution;runtime_scheduling,,candidate_new_trigger,fixed_version_reference,,fixed in,,,,moe_execution;runtime_scheduling,,,
sgl-project/sglang,20472,https://github.com/sgl-project/sglang/issues/20472,"[Bug] sm12X NVIDIA-Nemotron-3-Super-NVFP4,- KeyError: 'model.layers.65.mixer.experts.w2_weight_scale'",closed,2026-03-12T22:00:52Z,2026-03-13T12:38:25Z,2026-03-13T12:38:26Z,"""reproducible"" ""accumulation"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",accumulation;expert;reproducible;scheduler,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/sgl-project/sglang/pull/20407,PR #20407 is merged,,,,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,10350,https://github.com/sgl-project/sglang/issues/10350,[Bug] [docker] Python Segmentation Fault in 1P1D deployment,closed,2025-09-12T02:30:09Z,2025-12-28T00:24:08Z,2025-12-28T00:24:08Z,"""reproducible"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""reduction"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",backend;reduction;reproducible;scheduler,moe_execution;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,fixed_version_reference,,fixed in,inactive,,,moe_execution;runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,11016,https://github.com/sgl-project/sglang/issues/11016,[Bug] Decode worker with `--disaggregation-decode-enable-offload-kvcache` cuda error,closed,2025-09-28T09:23:28Z,2025-11-28T00:20:24Z,2025-11-28T00:20:25Z,"""reproducible"" ""backend"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""reduction"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",backend;reduction;reproducible;scheduler,runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,fixed_version_reference,,fixed in,inactive,,,runtime_scheduling;cross_backend_architecture,,,
sgl-project/sglang,13111,https://github.com/sgl-project/sglang/issues/13111,[Bug] Incorrect variable used in rem_total_token_offset calculation during preemption (line 700),closed,2025-11-12T03:12:06Z,2026-01-12T00:22:29Z,2026-01-12T00:22:30Z,"""reproducible"" ""preemption"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""reduction"" repo:sgl-project/sglang is:issue is:closed created:2025-06-01..2026-06-08",preemption;reduction;reproducible,runtime_scheduling,,candidate_new_trigger,fixed_version_reference,,fixed in,inactive,,,runtime_scheduling,,,
